complaint_id,user_id,complaint_text,created_at,category,subcategory,location,department,severity,impact,status,incident_id,source,has_evidence,user_verified
CMP-00546,USR-230,There has been no water supply in Campus Entrance since since yesterday.,2026-05-05 20:01,Water & Sanitation,Drainage,Campus Entrance,Facilities & Maintenance,High,Large Group,Closed,,Web,True,False
CMP-00209,USR-075,The door lock in Canteen is damaged.,2026-05-06 14:45,Hostel,Furniture,Canteen,Hostel Administration,High,Multiple Users,Resolved,,Web,False,True
CMP-00713,USR-246,The network keeps disconnecting in Seminar Hall.,2026-05-06 19:20,Internet & Network,Internet Speed,Seminar Hall,IT Services,High,Multiple Users,Investigating,INC-020,Mobile,False,False
CMP-00865,USR-048,The CCTV camera near Central Library appears to be offline.,2026-05-07 08:55,Safety,Lighting,Central Library,Security Services,High,Multiple Users,Investigating,,Web,True,False
CMP-00051,USR-088,Waste bins near Block A - Hostel are overflowing.,2026-05-07 21:20,Cleaning,Waste Disposal,Block A - Hostel,Housekeeping,Medium,Small Group,Assigned,,Web,False,False
CMP-00434,USR-201,The door lock in Block B - Hostel is damaged.,2026-05-08 11:23,Hostel,Laundry,Block B - Hostel,Hostel Administration,High,Large Group,Investigating,,Web,False,False
CMP-00007,USR-068,The fan is not working in Canteen.,2026-05-08 14:56,Electricity,Socket,Canteen,Electrical Maintenance,Medium,Multiple Users,Investigating,,Mobile,True,False
CMP-00532,USR-111,The washroom in Canteen has not been cleaned properly.,2026-05-08 15:32,Cleaning,Room Cleaning,Canteen,Housekeeping,Medium,Individual,Reopened,,Web,True,False
CMP-00602,USR-183,The lights in Seminar Hall are flickering repeatedly.,2026-05-08 18:27,Electricity,AC,Seminar Hall,Electrical Maintenance,Medium,Large Group,Closed,INC-009,Web,False,True
CMP-00127,USR-111,Waste bins near Block C - Hostel are overflowing.,2026-05-08 19:31,Cleaning,Room Cleaning,Block C - Hostel,Housekeeping,Medium,Individual,Closed,,Mobile,False,False
CMP-00422,USR-114,"Water pressure has been very low in Computer Lab 1, especially during 6 PM–10 PM.",2026-05-08 21:31,Water & Sanitation,Drainage,Computer Lab 1,Facilities & Maintenance,High,Multiple Users,Resolved,,Web,True,True
CMP-00331,USR-145,The computer systems in ECE Block are extremely slow.,2026-05-09 08:42,Classroom Equipment,Smart Board,ECE Block,Academic Infrastructure,Medium,Small Group,Resolved,,Mobile,False,False
CMP-00920,USR-091,Waste bins near CSE Block are overflowing.,2026-05-09 20:07,Cleaning,Common Area,CSE Block,Housekeeping,Medium,Large Group,Closed,,Web,False,True
CMP-00435,USR-080,Water is leaking near Computer Lab 1 and the floor remains wet.,2026-05-10 08:51,Water & Sanitation,Washroom,Computer Lab 1,Facilities & Maintenance,Medium,Small Group,Assigned,,Web,False,False
CMP-00238,USR-061,The pathway near Block B - Hostel is damaged and difficult to use.,2026-05-10 10:40,Infrastructure,Furniture,Block B - Hostel,Facilities & Maintenance,Medium,Individual,Resolved,,Web,False,False
CMP-00898,USR-106,The washroom in CSE Block has not been cleaned properly.,2026-05-10 11:56,Cleaning,Waste Disposal,CSE Block,Housekeeping,Medium,Multiple Users,Investigating,,Web,True,False
CMP-00677,USR-110,The furniture in Central Library is broken and needs repair.,2026-05-10 17:47,Hostel,Food,Central Library,Hostel Administration,Medium,Large Group,Open,,Web,False,False
CMP-00232,USR-239,There is a power outage affecting Campus Entrance.,2026-05-11 08:02,Electricity,Fan,Campus Entrance,Electrical Maintenance,High,Large Group,Assigned,,Web,True,False
CMP-00339,USR-028,The CCTV camera near Canteen appears to be offline.,2026-05-11 12:10,Safety,Emergency Equipment,Canteen,Security Services,High,Multiple Users,Assigned,,Web,False,False
CMP-00736,USR-242,The campus bus has not arrived at Block A - Hostel on time.,2026-05-11 14:41,Transport,Bus Condition,Block A - Hostel,Transport Services,Medium,Individual,Investigating,,Web,True,False
CMP-00030,USR-046,The projector in Canteen is not displaying properly.,2026-05-11 14:43,Classroom Equipment,Microphone,Canteen,Academic Infrastructure,Medium,Individual,Closed,,Mobile,False,True
CMP-00973,USR-151,The projector in Campus Entrance is not displaying properly.,2026-05-11 19:55,Classroom Equipment,Smart Board,Campus Entrance,Academic Infrastructure,Medium,Small Group,Reopened,,Mobile,False,False
CMP-00313,USR-002,Several systems in Campus Entrance cannot access the internet.,2026-05-12 09:24,Internet & Network,Network Availability,Campus Entrance,IT Services,High,Large Group,Investigating,,Web,True,False
CMP-00052,USR-177,Food served at Block A - Hostel was cold today.,2026-05-13 11:05,Canteen,Queue,Block A - Hostel,Food Services,Medium,Large Group,Resolved,,Web,True,False
CMP-00887,USR-113,The fan is not working in Central Library.,2026-05-13 12:36,Electricity,AC,Central Library,Electrical Maintenance,Medium,Multiple Users,Assigned,INC-018,Mobile,False,False
CMP-00825,USR-092,The lights in Canteen are flickering repeatedly.,2026-05-13 19:40,Electricity,Fan,Canteen,Electrical Maintenance,Medium,Large Group,Closed,,Web,True,True
CMP-00271,USR-035,The campus bus has not arrived at Parking Area on time.,2026-05-13 21:23,Transport,Driver,Parking Area,Transport Services,Medium,Individual,Assigned,,Mobile,True,False
CMP-00971,USR-122,The network keeps disconnecting in Block C - Hostel.,2026-05-14 12:01,Internet & Network,Network Availability,Block C - Hostel,IT Services,High,Large Group,Assigned,,Web,False,False
CMP-00303,USR-028,The washroom in Computer Lab 2 has not been cleaned properly.,2026-05-14 13:44,Cleaning,Common Area,Computer Lab 2,Housekeeping,Medium,Small Group,Resolved,,Web,False,True
CMP-00021,USR-034,The pathway near Seminar Hall is damaged and difficult to use.,2026-05-14 13:59,Infrastructure,Lighting,Seminar Hall,Facilities & Maintenance,Medium,Multiple Users,Investigating,,Web,True,False
CMP-00165,USR-208,Waste bins near Sports Ground are overflowing.,2026-05-14 15:07,Cleaning,Common Area,Sports Ground,Housekeeping,Medium,Individual,Closed,,Web,True,True
CMP-00491,USR-189,The door lock in Sports Ground is damaged.,2026-05-14 15:55,Hostel,Food,Sports Ground,Hostel Administration,High,Large Group,Open,,Mobile,False,False
CMP-00502,USR-114,There is a power outage affecting Sports Ground.,2026-05-14 18:21,Electricity,Socket,Sports Ground,Electrical Maintenance,High,Large Group,Resolved,,Web,False,True
CMP-00183,USR-145,The fan is not working in Seminar Hall.,2026-05-15 12:52,Electricity,AC,Seminar Hall,Electrical Maintenance,Medium,Large Group,Open,,Mobile,False,False
CMP-00610,USR-197,"Water pressure has been very low in Sports Ground, especially during afternoon.",2026-05-16 13:24,Water & Sanitation,Leakage,Sports Ground,Facilities & Maintenance,High,Multiple Users,Resolved,INC-012,Web,False,False
CMP-00305,USR-188,The campus bus has not arrived at Block A - Hostel on time.,2026-05-16 19:03,Transport,Bus Availability,Block A - Hostel,Transport Services,Medium,Small Group,Closed,,Mobile,True,False
CMP-00578,USR-223,The Wi-Fi connection in Central Library becomes very slow during evening.,2026-05-17 08:00,Internet & Network,LAN,Central Library,IT Services,Medium,Individual,Investigating,,Mobile,True,False
CMP-00285,USR-178,"Water pressure has been very low in Block A - Hostel, especially during afternoon.",2026-05-17 11:46,Water & Sanitation,Water Pressure,Block A - Hostel,Facilities & Maintenance,High,Multiple Users,Open,INC-016,Web,False,False
CMP-00102,USR-221,The network keeps disconnecting in Central Library.,2026-05-17 19:14,Internet & Network,Wi-Fi,Central Library,IT Services,High,Multiple Users,Resolved,,Web,True,False
CMP-00085,USR-158,There is a power outage affecting Transport Bay.,2026-05-18 10:24,Electricity,AC,Transport Bay,Electrical Maintenance,High,Multiple Users,Closed,,Web,False,True
CMP-00979,USR-022,The furniture in Block B - Hostel is broken and needs repair.,2026-05-18 20:03,Hostel,Food,Block B - Hostel,Hostel Administration,Medium,Small Group,Resolved,,Web,False,True
CMP-00699,USR-175,The computer systems in Block A - Hostel are extremely slow.,2026-05-18 21:29,Classroom Equipment,Computer,Block A - Hostel,Academic Infrastructure,Medium,Multiple Users,Closed,,Web,False,False
CMP-00498,USR-129,Waste bins near Main Building are overflowing.,2026-05-19 09:41,Cleaning,Waste Disposal,Main Building,Housekeeping,Medium,Small Group,Assigned,,Web,False,False
CMP-00597,USR-062,The network keeps disconnecting in Computer Lab 2.,2026-05-19 12:13,Internet & Network,Network Availability,Computer Lab 2,IT Services,High,Multiple Users,Open,,Web,True,False
CMP-00608,USR-247,The fan is not working in Seminar Hall.,2026-05-19 17:48,Electricity,Fan,Seminar Hall,Electrical Maintenance,Medium,Large Group,Resolved,INC-035,Web,False,True
CMP-00384,USR-071,Food served at CSE Block was cold today.,2026-05-19 19:31,Canteen,Payment,CSE Block,Food Services,Medium,Multiple Users,Assigned,,Mobile,False,False
CMP-00866,USR-194,The washroom in Block A - Hostel has not been cleaned properly.,2026-05-19 20:22,Cleaning,Washroom Cleaning,Block A - Hostel,Housekeeping,Medium,Multiple Users,Closed,,Web,False,False
CMP-00013,USR-231,The fan is not working in Transport Bay.,2026-05-19 20:46,Electricity,AC,Transport Bay,Electrical Maintenance,Medium,Large Group,Reopened,,Mobile,True,True
CMP-00451,USR-216,The computer systems in Central Library are extremely slow.,2026-05-20 11:42,Classroom Equipment,Computer,Central Library,Academic Infrastructure,Medium,Small Group,Investigating,,Web,True,False
CMP-00343,USR-168,The CCTV camera near Transport Bay appears to be offline.,2026-05-20 14:16,Safety,Lighting,Transport Bay,Security Services,High,Multiple Users,Resolved,,Mobile,False,False
CMP-00180,USR-182,The network keeps disconnecting in Campus Entrance.,2026-05-20 15:11,Internet & Network,Wi-Fi,Campus Entrance,IT Services,High,Multiple Users,Closed,INC-015,Mobile,True,True
CMP-00596,USR-010,The fan is not working in Transport Bay.,2026-05-20 17:50,Electricity,Power Outage,Transport Bay,Electrical Maintenance,Medium,Large Group,Closed,,Mobile,False,False
CMP-00575,USR-170,The pathway near Block A - Hostel is damaged and difficult to use.,2026-05-22 09:58,Infrastructure,Lighting,Block A - Hostel,Facilities & Maintenance,Medium,Large Group,Resolved,,Mobile,False,False
CMP-00024,USR-130,The Wi-Fi connection in Campus Entrance becomes very slow during afternoon.,2026-05-22 10:17,Internet & Network,Network Availability,Campus Entrance,IT Services,Medium,Multiple Users,Investigating,,Web,False,False
CMP-00767,USR-145,The washroom in Main Building has not been cleaned properly.,2026-05-22 11:40,Cleaning,Room Cleaning,Main Building,Housekeeping,Medium,Multiple Users,Open,,Web,True,False
CMP-00862,USR-027,The projector in Parking Area is not displaying properly.,2026-05-22 12:55,Classroom Equipment,Speaker,Parking Area,Academic Infrastructure,Medium,Multiple Users,Closed,,Web,False,False
CMP-00883,USR-152,The computer systems in Campus Entrance are extremely slow.,2026-05-23 11:45,Classroom Equipment,Microphone,Campus Entrance,Academic Infrastructure,Medium,Multiple Users,Closed,,Mobile,True,True
CMP-00096,USR-158,The projector in Sports Ground is not displaying properly.,2026-05-23 13:07,Classroom Equipment,Speaker,Sports Ground,Academic Infrastructure,Medium,Large Group,Closed,,Mobile,True,False
CMP-00759,USR-076,"Water pressure has been very low in ECE Block, especially during 6 PM–10 PM.",2026-05-23 15:08,Water & Sanitation,Water Pressure,ECE Block,Facilities & Maintenance,High,Large Group,Closed,,Web,False,False
CMP-00345,USR-089,Food served at Parking Area was cold today.,2026-05-23 15:11,Canteen,Hygiene,Parking Area,Food Services,Medium,Multiple Users,Reopened,,Web,False,True
CMP-00614,USR-201,There is a power outage affecting Parking Area.,2026-05-23 18:50,Electricity,Fan,Parking Area,Electrical Maintenance,High,Large Group,Open,,Mobile,False,False
CMP-00982,USR-127,The lights in Canteen are flickering repeatedly.,2026-05-24 16:19,Electricity,AC,Canteen,Electrical Maintenance,Medium,Small Group,Resolved,INC-033,Mobile,False,True
CMP-00505,USR-032,Several systems in Main Building cannot access the internet.,2026-05-24 19:02,Internet & Network,Network Availability,Main Building,IT Services,High,Large Group,Resolved,,Web,True,False
CMP-00362,USR-056,The washroom in CSE Block has not been cleaned properly.,2026-05-24 21:36,Cleaning,Room Cleaning,CSE Block,Housekeeping,Medium,Individual,Closed,,Web,True,True
CMP-00931,USR-179,The lights in Block C - Hostel are flickering repeatedly.,2026-05-25 13:26,Electricity,Lighting,Block C - Hostel,Electrical Maintenance,Medium,Multiple Users,Closed,INC-019,Web,False,True
CMP-00334,USR-250,The pathway near Computer Lab 2 is damaged and difficult to use.,2026-05-26 10:24,Infrastructure,Lighting,Computer Lab 2,Facilities & Maintenance,Medium,Individual,Resolved,,Mobile,True,False
CMP-00653,USR-212,The Wi-Fi connection in ECE Block becomes very slow during afternoon.,2026-05-26 15:40,Internet & Network,Wi-Fi,ECE Block,IT Services,Medium,Small Group,Open,,Mobile,True,False
CMP-00977,USR-011,There has been no water supply in Computer Lab 1 since for three days.,2026-05-26 16:15,Water & Sanitation,Water Pressure,Computer Lab 1,Facilities & Maintenance,High,Multiple Users,Investigating,,Mobile,False,False
CMP-00473,USR-094,The campus bus has not arrived at Block B - Hostel on time.,2026-05-26 16:59,Transport,Bus Delay,Block B - Hostel,Transport Services,Medium,Multiple Users,Resolved,,Mobile,False,True
CMP-00720,USR-129,The network keeps disconnecting in Central Library.,2026-05-26 19:17,Internet & Network,LAN,Central Library,IT Services,High,Large Group,Closed,INC-023,Web,False,False
CMP-00078,USR-234,There is a power outage affecting Central Library.,2026-05-27 13:36,Electricity,Power Outage,Central Library,Electrical Maintenance,High,Large Group,Investigating,,Mobile,True,False
CMP-00538,USR-087,Waste bins near Central Library are overflowing.,2026-05-27 14:20,Cleaning,Washroom Cleaning,Central Library,Housekeeping,Medium,Individual,Closed,,Web,False,True
CMP-00300,USR-191,The furniture in Parking Area is broken and needs repair.,2026-05-27 15:05,Hostel,Food,Parking Area,Hostel Administration,Medium,Multiple Users,Open,,Web,True,False
CMP-00153,USR-075,The washroom in Block B - Hostel has not been cleaned properly.,2026-05-27 18:34,Cleaning,Washroom Cleaning,Block B - Hostel,Housekeeping,Medium,Multiple Users,Reopened,,Web,False,True
CMP-00881,USR-108,The queue at Block C - Hostel is unusually long during lunch.,2026-05-28 15:40,Canteen,Food Quality,Block C - Hostel,Food Services,Low,Large Group,Open,,Web,True,False
CMP-00946,USR-109,Waste bins near Block C - Hostel are overflowing.,2026-05-28 16:24,Cleaning,Common Area,Block C - Hostel,Housekeeping,Medium,Large Group,Resolved,,Web,False,False
CMP-00650,USR-087,The projector in Block C - Hostel is not displaying properly.,2026-05-28 21:08,Classroom Equipment,Microphone,Block C - Hostel,Academic Infrastructure,Medium,Large Group,Closed,,Mobile,True,False
CMP-00563,USR-023,Food served at Block A - Hostel was cold today.,2026-05-29 10:16,Canteen,Queue,Block A - Hostel,Food Services,Medium,Multiple Users,Closed,,Web,True,True
CMP-00492,USR-121,Waste bins near Central Library are overflowing.,2026-05-29 11:57,Cleaning,Room Cleaning,Central Library,Housekeeping,Medium,Large Group,Reopened,,Mobile,True,False
CMP-00932,USR-040,The campus bus has not arrived at ECE Block on time.,2026-05-29 13:22,Transport,Driver,ECE Block,Transport Services,Medium,Individual,Reopened,,Mobile,False,False
CMP-00080,USR-045,The furniture in Block A - Hostel is broken and needs repair.,2026-05-29 13:46,Hostel,Food,Block A - Hostel,Hostel Administration,Medium,Multiple Users,Assigned,,Mobile,False,False
CMP-00124,USR-179,The Wi-Fi connection in Parking Area becomes very slow during afternoon.,2026-05-29 19:48,Internet & Network,LAN,Parking Area,IT Services,Medium,Individual,Assigned,INC-012,Web,False,False
CMP-00449,USR-248,The projector in Block B - Hostel is not displaying properly.,2026-05-30 08:39,Classroom Equipment,Speaker,Block B - Hostel,Academic Infrastructure,Medium,Multiple Users,Open,,Web,True,False
CMP-00076,USR-231,The campus bus has not arrived at Transport Bay on time.,2026-05-30 10:14,Transport,Bus Delay,Transport Bay,Transport Services,Medium,Large Group,Investigating,,Web,False,False
CMP-00092,USR-026,The CCTV camera near Canteen appears to be offline.,2026-05-30 16:45,Safety,Lighting,Canteen,Security Services,High,Large Group,Resolved,,Web,False,False
CMP-00710,USR-178,The queue at Sports Ground is unusually long during lunch.,2026-05-30 16:45,Canteen,Hygiene,Sports Ground,Food Services,Low,Individual,Investigating,,Mobile,True,False
CMP-00267,USR-225,The pathway near Seminar Hall is damaged and difficult to use.,2026-05-30 20:06,Infrastructure,Building Damage,Seminar Hall,Facilities & Maintenance,Medium,Multiple Users,Closed,,Web,False,False
CMP-00800,USR-111,The computer systems in Block B - Hostel are extremely slow.,2026-05-30 20:49,Classroom Equipment,Computer,Block B - Hostel,Academic Infrastructure,Medium,Small Group,Reopened,,Web,True,False
CMP-00136,USR-040,Food served at Canteen was cold today.,2026-05-31 10:49,Canteen,Hygiene,Canteen,Food Services,Medium,Individual,Closed,,Web,False,True
CMP-00244,USR-024,Water is leaking near Seminar Hall and the floor remains wet.,2026-05-31 12:58,Water & Sanitation,Water Pressure,Seminar Hall,Facilities & Maintenance,Medium,Individual,Investigating,,Web,True,False
CMP-00802,USR-110,The queue at CSE Block is unusually long during lunch.,2026-05-31 14:18,Canteen,Seating,CSE Block,Food Services,Low,Individual,Open,,Mobile,False,False
CMP-00250,USR-139,The projector in Transport Bay is not displaying properly.,2026-06-01 08:45,Classroom Equipment,Computer,Transport Bay,Academic Infrastructure,Medium,Small Group,Closed,,Web,False,False
CMP-00806,USR-034,The CCTV camera near ECE Block appears to be offline.,2026-06-01 14:15,Safety,CCTV,ECE Block,Security Services,High,Multiple Users,Closed,,Web,True,True
CMP-00698,USR-134,The washroom in Block A - Hostel has not been cleaned properly.,2026-06-01 16:12,Cleaning,Washroom Cleaning,Block A - Hostel,Housekeeping,Medium,Multiple Users,Closed,,Mobile,False,True
CMP-00225,USR-094,The campus bus has not arrived at Canteen on time.,2026-06-02 09:33,Transport,Driver,Canteen,Transport Services,Medium,Multiple Users,Investigating,,Mobile,False,False
CMP-00009,USR-193,The computer systems in Central Library are extremely slow.,2026-06-02 15:33,Classroom Equipment,Speaker,Central Library,Academic Infrastructure,Medium,Individual,Closed,,Web,False,True
CMP-00108,USR-083,Water is leaking near Seminar Hall and the floor remains wet.,2026-06-02 16:24,Water & Sanitation,Water Pressure,Seminar Hall,Facilities & Maintenance,Medium,Large Group,Closed,,Mobile,True,True
CMP-00761,USR-020,The campus bus has not arrived at Sports Ground on time.,2026-06-02 21:10,Transport,Bus Availability,Sports Ground,Transport Services,Medium,Multiple Users,Investigating,,Web,True,False
CMP-00144,USR-035,The washroom in Computer Lab 1 has not been cleaned properly.,2026-06-02 21:41,Cleaning,Common Area,Computer Lab 1,Housekeeping,Medium,Individual,Closed,,Web,False,False
CMP-00961,USR-127,The door lock in Transport Bay is damaged.,2026-06-03 12:20,Hostel,Food,Transport Bay,Hostel Administration,High,Large Group,Investigating,,Web,False,False
CMP-00198,USR-164,Water is leaking near Computer Lab 1 and the floor remains wet.,2026-06-03 15:37,Water & Sanitation,Washroom,Computer Lab 1,Facilities & Maintenance,Medium,Individual,Closed,INC-035,Web,True,True
CMP-00069,USR-240,The fan is not working in Transport Bay.,2026-06-03 16:47,Electricity,Lighting,Transport Bay,Electrical Maintenance,Medium,Multiple Users,Closed,,Mobile,False,True
CMP-00949,USR-076,There has been no water supply in Transport Bay since since this morning.,2026-06-03 18:23,Water & Sanitation,Water Pressure,Transport Bay,Facilities & Maintenance,High,Large Group,Closed,INC-018,Web,True,True
CMP-00467,USR-164,Water is leaking near Sports Ground and the floor remains wet.,2026-06-04 10:24,Water & Sanitation,Water Supply,Sports Ground,Facilities & Maintenance,Medium,Small Group,Investigating,,Web,False,False
CMP-00424,USR-042,The pathway near Sports Ground is damaged and difficult to use.,2026-06-04 12:21,Infrastructure,Furniture,Sports Ground,Facilities & Maintenance,Medium,Individual,Resolved,,Web,False,False
CMP-00656,USR-115,The campus bus has not arrived at Block C - Hostel on time.,2026-06-04 17:19,Transport,Bus Availability,Block C - Hostel,Transport Services,Medium,Multiple Users,Investigating,,Web,True,False
CMP-00195,USR-075,The washroom in ECE Block has not been cleaned properly.,2026-06-04 19:12,Cleaning,Waste Disposal,ECE Block,Housekeeping,Medium,Small Group,Reopened,,Web,False,False
CMP-00993,USR-213,The lights in CSE Block are flickering repeatedly.,2026-06-04 19:59,Electricity,Power Outage,CSE Block,Electrical Maintenance,Medium,Individual,Resolved,INC-032,Mobile,True,False
CMP-00766,USR-055,Water is leaking near ECE Block and the floor remains wet.,2026-06-04 20:54,Water & Sanitation,Water Supply,ECE Block,Facilities & Maintenance,Medium,Small Group,Assigned,,Mobile,True,False
CMP-00291,USR-042,The campus bus has not arrived at Main Building on time.,2026-06-05 11:49,Transport,Bus Condition,Main Building,Transport Services,Medium,Multiple Users,Closed,,Web,True,True
CMP-00268,USR-010,The campus bus has not arrived at Seminar Hall on time.,2026-06-05 15:02,Transport,Driver,Seminar Hall,Transport Services,Medium,Large Group,Investigating,,Web,False,False
CMP-00952,USR-103,There has been no water supply in Block C - Hostel since since this morning.,2026-06-05 19:40,Water & Sanitation,Drainage,Block C - Hostel,Facilities & Maintenance,High,Large Group,Closed,,Web,False,False
CMP-00905,USR-068,The fan is not working in Sports Ground.,2026-06-05 21:19,Electricity,Power Outage,Sports Ground,Electrical Maintenance,Medium,Individual,Assigned,,Mobile,True,False
CMP-00146,USR-194,The CCTV camera near Canteen appears to be offline.,2026-06-06 09:08,Safety,CCTV,Canteen,Security Services,High,Large Group,Resolved,,Mobile,False,False
CMP-00964,USR-142,"Water pressure has been very low in ECE Block, especially during evening.",2026-06-06 11:10,Water & Sanitation,Drainage,ECE Block,Facilities & Maintenance,High,Multiple Users,Closed,,Mobile,False,True
CMP-00413,USR-035,The CCTV camera near Seminar Hall appears to be offline.,2026-06-06 11:38,Safety,Lighting,Seminar Hall,Security Services,High,Large Group,Open,,Mobile,True,False
CMP-00429,USR-164,The fan is not working in Parking Area.,2026-06-07 14:26,Electricity,Power Outage,Parking Area,Electrical Maintenance,Medium,Multiple Users,Resolved,,Mobile,False,False
CMP-00206,USR-047,The washroom in Transport Bay has not been cleaned properly.,2026-06-07 17:05,Cleaning,Room Cleaning,Transport Bay,Housekeeping,Medium,Individual,Investigating,,Web,False,False
CMP-00148,USR-107,Several systems in Central Library cannot access the internet.,2026-06-07 19:53,Internet & Network,Wi-Fi,Central Library,IT Services,High,Large Group,Resolved,INC-022,Mobile,False,True
CMP-00560,USR-250,The lights in Main Building are flickering repeatedly.,2026-06-08 15:58,Electricity,Lighting,Main Building,Electrical Maintenance,Medium,Large Group,Open,,Web,False,False
CMP-00423,USR-010,Food served at CSE Block was cold today.,2026-06-08 18:35,Canteen,Seating,CSE Block,Food Services,Medium,Small Group,Investigating,,Mobile,True,False
CMP-00875,USR-028,The campus bus has not arrived at CSE Block on time.,2026-06-09 08:10,Transport,Bus Delay,CSE Block,Transport Services,Medium,Multiple Users,Reopened,,Mobile,False,False
CMP-00375,USR-249,The lights in Campus Entrance are flickering repeatedly.,2026-06-09 15:12,Electricity,Fan,Campus Entrance,Electrical Maintenance,Medium,Small Group,Open,,Web,False,False
CMP-00290,USR-031,The queue at CSE Block is unusually long during lunch.,2026-06-09 17:44,Canteen,Hygiene,CSE Block,Food Services,Low,Individual,Resolved,,Web,True,True
CMP-00073,USR-224,The lights in ECE Block are flickering repeatedly.,2026-06-09 19:25,Electricity,AC,ECE Block,Electrical Maintenance,Medium,Large Group,Reopened,,Mobile,True,True
CMP-00627,USR-216,Water is leaking near Canteen and the floor remains wet.,2026-06-10 09:01,Water & Sanitation,Leakage,Canteen,Facilities & Maintenance,Medium,Individual,Resolved,,Web,False,True
CMP-00770,USR-187,Water is leaking near Transport Bay and the floor remains wet.,2026-06-10 09:45,Water & Sanitation,Washroom,Transport Bay,Facilities & Maintenance,Medium,Small Group,Closed,INC-033,Mobile,False,False
CMP-00408,USR-242,The projector in ECE Block is not displaying properly.,2026-06-10 12:15,Classroom Equipment,Projector,ECE Block,Academic Infrastructure,Medium,Multiple Users,Closed,,Mobile,False,True
CMP-00554,USR-217,The computer systems in Main Building are extremely slow.,2026-06-10 12:20,Classroom Equipment,Smart Board,Main Building,Academic Infrastructure,Medium,Small Group,Investigating,,Mobile,True,False
CMP-00569,USR-084,The campus bus has not arrived at Computer Lab 1 on time.,2026-06-10 12:38,Transport,Driver,Computer Lab 1,Transport Services,Medium,Individual,Resolved,,Mobile,False,True
CMP-00433,USR-181,Waste bins near Central Library are overflowing.,2026-06-10 16:53,Cleaning,Waste Disposal,Central Library,Housekeeping,Medium,Small Group,Resolved,,Web,True,False
CMP-00674,USR-024,Several systems in Computer Lab 1 cannot access the internet.,2026-06-11 08:04,Internet & Network,Internet Speed,Computer Lab 1,IT Services,High,Multiple Users,Resolved,INC-014,Mobile,False,True
CMP-00428,USR-031,The queue at Campus Entrance is unusually long during lunch.,2026-06-11 15:31,Canteen,Food Quality,Campus Entrance,Food Services,Low,Multiple Users,Reopened,,Web,True,True
CMP-00793,USR-216,The furniture in Canteen is broken and needs repair.,2026-06-11 20:22,Hostel,Security,Canteen,Hostel Administration,Medium,Small Group,Assigned,,Mobile,True,False
CMP-00894,USR-010,The network keeps disconnecting in Main Building.,2026-06-12 09:33,Internet & Network,Internet Speed,Main Building,IT Services,High,Multiple Users,Resolved,,Web,False,False
CMP-00947,USR-029,The lights in Campus Entrance are flickering repeatedly.,2026-06-12 09:38,Electricity,Lighting,Campus Entrance,Electrical Maintenance,Medium,Large Group,Closed,,Mobile,True,False
CMP-00025,USR-042,There has been no water supply in Block B - Hostel since since yesterday.,2026-06-12 14:53,Water & Sanitation,Leakage,Block B - Hostel,Facilities & Maintenance,High,Large Group,Closed,,Web,True,True
CMP-00049,USR-199,The door lock in ECE Block is damaged.,2026-06-12 21:29,Hostel,Security,ECE Block,Hostel Administration,High,Large Group,Resolved,,Web,True,False
CMP-00512,USR-211,"Water pressure has been very low in Central Library, especially during morning.",2026-06-13 12:26,Water & Sanitation,Water Supply,Central Library,Facilities & Maintenance,High,Multiple Users,Investigating,INC-032,Web,False,False
CMP-00820,USR-123,The fan is not working in ECE Block.,2026-06-13 12:45,Electricity,Socket,ECE Block,Electrical Maintenance,Medium,Individual,Investigating,,Web,False,False
CMP-00990,USR-199,The Wi-Fi connection in Block A - Hostel becomes very slow during afternoon.,2026-06-13 13:17,Internet & Network,Network Availability,Block A - Hostel,IT Services,Medium,Multiple Users,Open,INC-005,Web,False,False
CMP-00930,USR-014,"Water pressure has been very low in Main Building, especially during 6 PM–10 PM.",2026-06-13 13:29,Water & Sanitation,Leakage,Main Building,Facilities & Maintenance,High,Multiple Users,Closed,,Web,False,True
CMP-00895,USR-126,The pathway near Main Building is damaged and difficult to use.,2026-06-13 13:30,Infrastructure,Lighting,Main Building,Facilities & Maintenance,Medium,Small Group,Closed,,Web,False,False
CMP-00391,USR-169,The Wi-Fi connection in Parking Area becomes very slow during evening.,2026-06-13 17:22,Internet & Network,Network Availability,Parking Area,IT Services,Medium,Individual,Investigating,INC-026,Mobile,True,False
CMP-00570,USR-006,There has been no water supply in Parking Area since since yesterday.,2026-06-14 12:20,Water & Sanitation,Water Supply,Parking Area,Facilities & Maintenance,High,Multiple Users,Assigned,INC-026,Mobile,False,False
CMP-00247,USR-089,The door lock in Main Building is damaged.,2026-06-14 20:33,Hostel,Food,Main Building,Hostel Administration,High,Large Group,Resolved,,Mobile,False,False
CMP-00199,USR-067,The projector in Block C - Hostel is not displaying properly.,2026-06-15 17:02,Classroom Equipment,Projector,Block C - Hostel,Academic Infrastructure,Medium,Large Group,Open,,Mobile,False,False
CMP-00918,USR-201,The queue at Seminar Hall is unusually long during lunch.,2026-06-15 20:24,Canteen,Food Quality,Seminar Hall,Food Services,Low,Large Group,Investigating,,Mobile,False,False
CMP-00478,USR-030,There is a power outage affecting Campus Entrance.,2026-06-16 10:00,Electricity,Power Outage,Campus Entrance,Electrical Maintenance,High,Multiple Users,Resolved,INC-005,Web,False,True
